first_name,last_name,full_name,department,university,country,leader
Enaksha R,Wickremsinhe,"Enaksha R, Wickremsinhe",Indianapolis,Eli Lilly & Co,USA,"Enaksha R, Wickremsinhe"
Qin C,Ji,"Qin C, Ji",Princeton,Bristol Myers Squibb Co,USA,"Enaksha R, Wickremsinhe"
Carol R,Gleason,"Carol R, Gleason",Princeton,Bristol Myers Squibb Co,USA,"Enaksha R, Wickremsinhe"
Melanie,Anderson,"Melanie, Anderson",West Point,Merck & Co Inc,USA,"Enaksha R, Wickremsinhe"
Brian P,Booth,"Brian P, Booth",CDER,US FDA,USA,"Enaksha R, Wickremsinhe"
Ivan,Marbaniang,"Ivan, Marbaniang",Byramjee Jeejeebhoy Govt Med Coll,Johns Hopkins Univ,India,"Ivan, Marbaniang"
Smita,Nimkar,"Smita, Nimkar",Byramjee Jeejeebhoy Govt Med Coll,Johns Hopkins Univ,India,"Ivan, Marbaniang"
Kanta,Zarekar,"Kanta, Zarekar",Byramjee Jeejeebhoy Govt Med Coll,Johns Hopkins Univ,India,"Ivan, Marbaniang"
Amol,Chavan,"Amol, Chavan",Byramjee Jeejeebhoy Govt Med Coll,Johns Hopkins Univ,India,"Ivan, Marbaniang"
Amita,Gupta,"Amita, Gupta",Byramjee Jeejeebhoy Govt Med Coll,Johns Hopkins Univ,India,"Ivan, Marbaniang"
Nishi,Suryavanshi,"Nishi, Suryavanshi",Byramjee Jeejeebhoy Govt Med Coll,Johns Hopkins Univ,India,"Ivan, Marbaniang"
Vidya,Mave,"Vidya, Mave",Byramjee Jeejeebhoy Govt Med Coll,Johns Hopkins Univ,India,"Ivan, Marbaniang"
Ivan,Marbaniang,"Ivan, Marbaniang",Epidemiol,McGill Univ,Canada,"Ivan, Marbaniang"
Shashikala,Sangle,"Shashikala, Sangle",Gen Med,Byramjee Jeejeebhoy Govt Med Coll,India,"Ivan, Marbaniang"
Sonali,Salvi,"Sonali, Salvi",Gen Med,Byramjee Jeejeebhoy Govt Med Coll,India,"Ivan, Marbaniang"
Amita,Gupta,"Amita, Gupta",Med & Infect Dis,Johns Hopkins Univ,USA,"Ivan, Marbaniang"
Vidya,Mave,"Vidya, Mave",Med & Infect Dis,Johns Hopkins Univ,USA,"Ivan, Marbaniang"
Atanu,Basu,"Atanu, Basu",Electron Microscopy & Histopathol Grp,ICMR Natl Inst Virol,India,"Atanu, Basu"
Harpreet,Sandhu,"Harpreet, Sandhu",Int Hlth Div,Indian Council Med Res,India,"Atanu, Basu"
Rajib,Dasgupta,"Rajib, Dasgupta",Ctr Social Med & Community Hlth,Jawaharlal Nehru Univ,India,"Rajib, Dasgupta"
Anita,Kotwani,"Anita, Kotwani",Vallabhbhai Patel Chest Inst,Univ Delhi,India,"Rajib, Dasgupta"
Sukhadeo B,Barbuddhe,"Sukhadeo B, Barbuddhe",Hyderabad,ICAR Natl Res Ctr Meat,India,"Rajib, Dasgupta"
Fiona,Tomley,"Fiona, Tomley",Pathobiol & Populat Sci,Royal Vet Coll,England,"Rajib, Dasgupta"
Robyn,Alders,"Robyn, Alders",Chatham House,Ctr Universal Hlth,England,"Rajib, Dasgupta"
Robyn,Alders,"Robyn, Alders",Dev Policy Ctr,Australian Natl Univ,Australia,"Rajib, Dasgupta"
Sandeep,Grover,"Sandeep, Grover",Psychiat,Post Grad Inst Med Educ & Res,India,"Sandeep, Grover"
Aseem,Mehra,"Aseem, Mehra",Psychiat,Post Grad Inst Med Educ & Res,India,"Sandeep, Grover"
Swapnajeet,Sahoo,"Swapnajeet, Sahoo",Psychiat,Post Grad Inst Med Educ & Res,India,"Sandeep, Grover"
Mrugesh,Vaishnav,"Mrugesh, Vaishnav",Ahmadabad,Samvedana Grp Hosp & Res Ctr,India,"Sandeep, Grover"
Adarsh,Tripathi,"Adarsh, Tripathi",Psychiat,King Georges Med Univ,India,"Sandeep, Grover"
P K,Dalal,"P K, Dalal",Psychiat,King Georges Med Univ,India,"Sandeep, Grover"
T S S,Rao,"T S S, Rao",JSS Med Coll & Hosp,JSS Acad Higher Educ & Res,India,"Sandeep, Grover"
Shivanand,Manohar,"Shivanand, Manohar",JSS Med Coll & Hosp,JSS Acad Higher Educ & Res,India,"Sandeep, Grover"
Suman S,Rao,"Suman S, Rao",JSS Med Coll & Hosp,JSS Acad Higher Educ & Res,India,"Sandeep, Grover"
Ajit,Avasthi,"Ajit, Avasthi",Psychiat,Fortis Hosp Mohali,India,"Sandeep, Grover"
Ajit,Avasthi,"Ajit, Avasthi",Chandigarh,CMC,India,"Sandeep, Grover"
Suhas,Chandran,"Suhas, Chandran",Psychiat,St Johns Med Coll Hosp,India,"Sandeep, Grover"
Pratheek,Sharma,"Pratheek, Sharma",Psychiat,St Johns Med Coll Hosp,India,"Sandeep, Grover"
Ajay,Kumar,"Ajay, Kumar",Psychiat,All India Inst Med Sci,India,"Sandeep, Grover"
R Srinivasa,Murthy,"R Srinivasa, Murthy",Psychiat,Natl Inst Mental Hlth & Neurosci NIMHANS,India,"R Srinivasa, Murthy"
Fazlur,Rahman,"Fazlur, Rahman",Biotechnol,Jamia Millia Islamia,India,"Abdur, Rub"
Shams,Tabrez,"Shams, Tabrez",Biotechnol,Jamia Millia Islamia,India,"Abdur, Rub"
Rahat,Ali,"Rahat, Ali",Biotechnol,Jamia Millia Islamia,India,"Abdur, Rub"
Abdur,Rub,"Abdur, Rub",Biotechnol,Jamia Millia Islamia,India,"Abdur, Rub"
Ali S,Alqahtani,"Ali S, Alqahtani",Pharmacognosy,King Saud Univ,Arabia,"Abdur, Rub"
Mohammad Z,Ahmed,"Mohammad Z, Ahmed",Pharmacognosy,King Saud Univ,Arabia,"Abdur, Rub"
Sai P,Haranath,"Sai P, Haranath",Apollo Hosp,Apollo Hlth City,India,"Krishnan, Ganapathy"
Subba R,Kesavarapu,"Subba R, Kesavarapu",Apollo Hosp,Apollo Hlth City,India,"Krishnan, Ganapathy"
Swarna D,Kuragayala,"Swarna D, Kuragayala",Apollo Hosp,Apollo Hlth City,India,"Krishnan, Ganapathy"
Krishnan,Ganapathy,"Krishnan, Ganapathy",Chennai,Apollo Telemed Networking Fdn,India,"Krishnan, Ganapathy"
Ravindra K,Garg,"Ravindra K, Garg",Neurol,King George Med Univ,India,"Ravindra K, Garg"
Hardeep S,Malhotra,"Hardeep S, Malhotra",Neurol,King George Med Univ,India,"Ravindra K, Garg"
Praveen K,Sharma,"Praveen K, Sharma",Neurol,King George Med Univ,India,"Ravindra K, Garg"
Vimal K,Paliwal,"Vimal K, Paliwal",Neurol,Sanjay Gandhi Postgrad Inst Med Sci,India,"Ravindra K, Garg"
Amol,Raheja,"Amol, Raheja",Neurosurg,All India Inst Med Sci,India,"Vivek, Tandon"
Niveditha,Manjunath,"Niveditha, Manjunath",Neurosurg,All India Inst Med Sci,India,"Vivek, Tandon"
Kanwaljeet,Garg,"Kanwaljeet, Garg",Neurosurg,All India Inst Med Sci,India,"Vivek, Tandon"
Vivek,Tandon,"Vivek, Tandon",Neurosurg,All India Inst Med Sci,India,"Vivek, Tandon"
Shashwat,Mishra,"Shashwat, Mishra",Neurosurg,All India Inst Med Sci,India,"Vivek, Tandon"
Ashish,Suri,"Ashish, Suri",Neurosurg,All India Inst Med Sci,India,"Vivek, Tandon"
P Sarat,Chandra,"P Sarat, Chandra",Neurosurg,All India Inst Med Sci,India,"Vivek, Tandon"
Manmohan,Singh,"Manmohan, Singh",Neurosurg,All India Inst Med Sci,India,"Vivek, Tandon"
Shashank S,Kale,"Shashank S, Kale",Neurosurg,All India Inst Med Sci,India,"Vivek, Tandon"
Vivek,Gupta,"Vivek, Gupta",Ophthalmol,All India Inst Med Sci,India,"Vivek, Tandon"
Ahamadulla,Shariff,"Ahamadulla, Shariff",Anat,All India Inst Med Sci,India,"Vivek, Tandon"
Sameer,Ather,"Sameer, Ather",Cardiol,Univ Alabama Birmingham,USA,"Vivek, Tandon"
Muzna,Alvi,"Muzna, Alvi",Environm & Prod Technol Div,Int Food Policy Res Inst IFPRI,India,"Muzna, Alvi"
Prapti,Barooah,"Prapti, Barooah",Environm & Prod Technol Div,Int Food Policy Res Inst IFPRI,India,"Muzna, Alvi"
Shweta,Gupta,"Shweta, Gupta",Environm & Prod Technol Div,Int Food Policy Res Inst IFPRI,India,"Muzna, Alvi"
Smriti,Saini,"Smriti, Saini",South Asia Reg Off,IFPRI,India,"Muzna, Alvi"
Kaushal Kumar,Bhagat,"Kaushal Kumar, Bhagat",Ctr Educ Technol,Indian Inst Technol Kharagpur,India,"Kaushal Kumar, Bhagat"
Sanjaya,Mishra,"Sanjaya, Mishra",Burnaby,Commonwealth Learning,Canada,"Kaushal Kumar, Bhagat"
Alakh,Dixit,"Alakh, Dixit",Min Engn,Indian Inst Technol Kharagpur,India,"Kaushal Kumar, Bhagat"
Chun Yen,Chang,"Chun Yen, Chang",Grad Inst Sci Educ,Natl Taiwan Normal Univ,Taiwan,"Kaushal Kumar, Bhagat"
Sunil,Shanbag,"Sunil, Shanbag",Mumbai,Theatre Arpana & Tamaasha Theatre,India,"Sunil, Shanbag"
Neha,Sami,"Neha, Sami",Cyanobacterial Biotechnol Lab,Jamia Millia Islamia,India,"Tasneem, Fatma"
Rakhshan,Ahmad,"Rakhshan, Ahmad",Cyanobacterial Biotechnol Lab,Jamia Millia Islamia,India,"Tasneem, Fatma"
Tasneem,Fatma,"Tasneem, Fatma",Cyanobacterial Biotechnol Lab,Jamia Millia Islamia,India,"Tasneem, Fatma"
Aditi,Mahajan,"Aditi, Mahajan",Biophys,Post Grad Inst Med Educ & Res,India,"Shalmoli, Bhattacharyya"
Shalmoli,Bhattacharyya,"Shalmoli, Bhattacharyya",Biophys,Post Grad Inst Med Educ & Res,India,"Shalmoli, Bhattacharyya"
Shasank Sekhar,Swain,"Shasank Sekhar, Swain",Div Microbiol,ICMR Reg Med Res Ctr,India,"Walter, Luyten"
Shasank Sekhar,Swain,"Shasank Sekhar, Swain",NCDs,ICMR Reg Med Res Ctr,India,"Walter, Luyten"
Sujogya Kumar,Panda,"Sujogya Kumar, Panda",Biol,Katholieke Univ Leuven,Belgium,"Walter, Luyten"
Walter,Luyten,"Walter, Luyten",Biol,Katholieke Univ Leuven,Belgium,"Walter, Luyten"
Sujogya Kumar,Panda,"Sujogya Kumar, Panda",Ctr Environm Climate Change & Publ Hlth,Utkal Univ,India,"Walter, Luyten"
Venkatesh,Shankar,"Venkatesh, Shankar",College Stn,Texas A&M Univ,USA,"Venkatesh, Shankar"
Kirthi,Kalyanam,"Kirthi, Kalyanam",Santa Clara,Santa Clara Univ,USA,"Venkatesh, Shankar"
Pankaj,Setia,"Pankaj, Setia",Fayetteville,Univ Arkansas,USA,"Venkatesh, Shankar"
Pankaj,Setia,"Pankaj, Setia",Ahmadabad,Indian Inst Management IIMA,India,"Venkatesh, Shankar"
Alireza,Golmohammadi,"Alireza, Golmohammadi",Tulsa,Univ Tulsa,USA,"Venkatesh, Shankar"
Seshadri,Tirunillai,"Seshadri, Tirunillai",Houston,Univ Houston,USA,"Venkatesh, Shankar"
Tom,Douglass,"Tom, Douglass",Bentonville,Catapult Consulting,USA,"Venkatesh, Shankar"
John,Hennessey,"John, Hennessey",Chicago,Retail & CPG Technol Leader,USA,"Venkatesh, Shankar"
J S,Bull,"J S, Bull",Springdale,WhyteSpyder Inc,USA,"Venkatesh, Shankar"
Rand,Waddoups,"Rand, Waddoups",Bentonville,Walmart Inc,USA,"Venkatesh, Shankar"
Arumugam Vijaya,Anand,"Arumugam Vijaya, Anand",Human Genet & Mol Biol,Bharathiar Univ,India,"Arumugam Vijaya, Anand"
Mohandass,Kaviya,"Mohandass, Kaviya",Human Genet & Mol Biol,Bharathiar Univ,India,"Arumugam Vijaya, Anand"
Kathirvel,Bharathi,"Kathirvel, Bharathi",Human Genet & Mol Biol,Bharathiar Univ,India,"Arumugam Vijaya, Anand"
Aluru,Parithathvi,"Aluru, Parithathvi",Human Genet & Mol Biol,Bharathiar Univ,India,"Arumugam Vijaya, Anand"
Balasubramanian,Balamuralikrishnan,"Balasubramanian, Balamuralikrishnan",Coll Life Sci,Sejong Univ,Korea,"Arumugam Vijaya, Anand"
Meyyazhagan,Arun,"Meyyazhagan, Arun",Life Sci,CHRIST Deemed Univ,India,"Arumugam Vijaya, Anand"
Nachiappan,Senthilkumar,"Nachiappan, Senthilkumar",Forest Campus,Inst Forest Genet & Tree Breeding IFGTB,India,"Arumugam Vijaya, Anand"
Shanmugam,Velayuthaprabhu,"Shanmugam, Velayuthaprabhu",Biotechnol,Bharathiar Univ,India,"Arumugam Vijaya, Anand"
Muthukrishnan,Saradhadevi,"Muthukrishnan, Saradhadevi",Biochem,Bharathiar Univ,India,"Arumugam Vijaya, Anand"
Naif Abdullah,Al Dhabi,"Naif Abdullah, Al Dhabi",Coll Sci,King Saud Univ,Arabia,"Arumugam Vijaya, Anand"
Mariadhas Valan,Arasu,"Mariadhas Valan, Arasu",Coll Sci,King Saud Univ,Arabia,"Arumugam Vijaya, Anand"
Mariadhas Valan,Arasu,"Mariadhas Valan, Arasu",Xavier Res Fdn,St Xaviers Coll,India,"Arumugam Vijaya, Anand"
Mohammad Iqbal,Yatoo,"Mohammad Iqbal, Yatoo",Fac Vet Sci & Anim Husb,Sher E Kashmir Univ Agr Sci & Technol Kashmir,India,"Arumugam Vijaya, Anand"
Ruchi,Tiwari,"Ruchi, Tiwari",Coll Vet Sci,UP Deen Dayal Upadhayay Pashu Chikitsa Vigyan Vis,India,"Arumugam Vijaya, Anand"
Kuldeep,Dhama,"Kuldeep, Dhama",Div Pathol,ICAR Indian Vet Res Inst,India,"Arumugam Vijaya, Anand"
Ronghuai,Huang,"Ronghuai, Huang",Smart Learning Inst,Beijing Normal Univ,China,"Ahmed, Tlili"
Ahmed,Tlili,"Ahmed, Tlili",Smart Learning Inst,Beijing Normal Univ,China,"Ahmed, Tlili"
Huanhuan,Wang,"Huanhuan, Wang",Smart Learning Inst,Beijing Normal Univ,China,"Ahmed, Tlili"
Yihong,Shi,"Yihong, Shi",Smart Learning Inst,Beijing Normal Univ,China,"Ahmed, Tlili"
Curtis J,Bonk,"Curtis J, Bonk",Instruct Syst Technol,Indiana Univ,USA,"Ahmed, Tlili"
Junfeng,Yang,"Junfeng, Yang",Sch Educ,Hangzhou Normal Univ,China,"Ahmed, Tlili"
Daniel,Burgos,"Daniel, Burgos",Res Inst Innovat & Technol Educ UNIR iTED,Univ Int La Rioja UNIR,Spain,"Ahmed, Tlili"
Daniel,Burgos,"Daniel, Burgos",Res Unit Self Directed Learning,North West Univ,Africa,"Ahmed, Tlili"
Juan Pablo,Domecq,"Juan Pablo, Domecq",Div Nephrol & Hypertens,Mayo Clin,USA,"Rahul, Kashyap"
Amos,Lal,"Amos, Lal",Div Pulm & Crit Care Med,Mayo Clin,USA,"Rahul, Kashyap"
Vikas,Bansal,"Vikas, Bansal",Div Pulm & Crit Care Med,Mayo Clin,USA,"Rahul, Kashyap"
Ognjen,Gajic,"Ognjen, Gajic",Div Pulm & Crit Care Med,Mayo Clin,USA,"Rahul, Kashyap"
Christopher R,Sheldrick,"Christopher R, Sheldrick",Sch Publ Hlth,Boston Univ,USA,"Rahul, Kashyap"
Vishakha K,Kumar,"Vishakha K, Kumar",Mt Prospect,Soc Crit Care Med,USA,"Rahul, Kashyap"
Karen,Boman,"Karen, Boman",Mt Prospect,Soc Crit Care Med,USA,"Rahul, Kashyap"
Scott,Bolesta,"Scott, Bolesta",Nesbitt Sch Pharm,Wilkes Univ,USA,"Rahul, Kashyap"
Michael O,Harhay,"Michael O, Harhay",Perelman Sch Med,Univ Penn,USA,"Rahul, Kashyap"
Michael O,Harhay,"Michael O, Harhay",Perelman Sch Med,Univ Penn,USA,"Rahul, Kashyap"
Michael A,Garcia,"Michael A, Garcia",Sch Med,Boston Univ,USA,"Rahul, Kashyap"
Allan J,Walkey,"Allan J, Walkey",Sch Med,Boston Univ,USA,"Rahul, Kashyap"
Margit,Kaufman,"Margit, Kaufman",Anesthesiol & Crit Care Med,Englewood Hlth,USA,"Rahul, Kashyap"
Valerie,Danesh,"Valerie, Danesh",Nursing,Baylor Scott & White Hlth,USA,"Rahul, Kashyap"
Valerie,Danesh,"Valerie, Danesh",Nursing,Univ Texas Austin,USA,"Rahul, Kashyap"
Sreekanth,Cheruku,"Sreekanth, Cheruku",Anesthesiol & Pain Management,UT Southwestern Med Ctr,USA,"Rahul, Kashyap"
Valerie M,Banner Goodspeed,"Valerie M, Banner Goodspeed",Anesthesia Crit Care & Pain Med,Beth Israel Deaconess Med Ctr,USA,"Rahul, Kashyap"
"Harry L, III",Anderson,"Harry L, III, Anderson",Surg,St Joseph Mercy Ann Arbor,USA,"Rahul, Kashyap"
Patrick S,Milligan,"Patrick S, Milligan",Div Infect Dis,Community Hlth Network,USA,"Rahul, Kashyap"
Joshua L,Denson,"Joshua L, Denson",Sch Med,Tulane Univ,USA,"Rahul, Kashyap"
Catherine A,St Hill,"Catherine A, St Hill",Care Delivery Res,Allina Hlth,USA,"Rahul, Kashyap"
Kenneth W,Dodd,"Kenneth W, Dodd",Emergency Med,Advocate Christ Med Ctr,USA,"Rahul, Kashyap"
Kenneth W,Dodd,"Kenneth W, Dodd",Emergency Med,Univ Illinois,USA,"Rahul, Kashyap"
Greg S,Martin,"Greg S, Martin",Med,Emory Univ,USA,"Rahul, Kashyap"
Rahul,Kashyap,"Rahul, Kashyap",Anesthesiol & Perioperat Med,Mayo Clin,USA,"Rahul, Kashyap"
Waleed,Alhazzani,"Waleed, Alhazzani",Med,McMaster Univ,Canada,"Andrew, Rhodes"
Mark,Loeb,"Mark, Loeb",Med,McMaster Univ,Canada,"Andrew, Rhodes"
Simon,Oczkowski,"Simon, Oczkowski",Med,McMaster Univ,Canada,"Andrew, Rhodes"
Mark,Crowther,"Mark, Crowther",Med,McMaster Univ,Canada,"Andrew, Rhodes"
Emilie,Belley Cote,"Emilie, Belley Cote",Med,McMaster Univ,Canada,"Andrew, Rhodes"
Kimberley,Lewis,"Kimberley, Lewis",Med,McMaster Univ,Canada,"Andrew, Rhodes"
Waleed,Alhazzani,"Waleed, Alhazzani",Hlth Res Methods Evidence & Impact,McMaster Univ,Canada,"Andrew, Rhodes"
Mark,Loeb,"Mark, Loeb",Hlth Res Methods Evidence & Impact,McMaster Univ,Canada,"Andrew, Rhodes"
Simon,Oczkowski,"Simon, Oczkowski",Hlth Res Methods Evidence & Impact,McMaster Univ,Canada,"Andrew, Rhodes"
Mark,Crowther,"Mark, Crowther",Hlth Res Methods Evidence & Impact,McMaster Univ,Canada,"Andrew, Rhodes"
Kimberley,Lewis,"Kimberley, Lewis",Hlth Res Methods Evidence & Impact,McMaster Univ,Canada,"Andrew, Rhodes"
Zainab,Al Duhailib,"Zainab, Al Duhailib",Hlth Res Methods Evidence & Impact,McMaster Univ,Canada,"Andrew, Rhodes"
Laura,Evans,"Laura, Evans",Pulm & Crit Care Med,Univ Washington,USA,"Andrew, Rhodes"
Fayez,Alshamsi,"Fayez, Alshamsi",Coll Med & Hlth Sci,United Arab Emirates Univ,Emirates,"Andrew, Rhodes"
Morten Hylander,Moller,"Morten Hylander, Moller",Intens Care,Copenhagen Univ Hosp,Denmark,"Andrew, Rhodes"
Morten Hylander,Moller,"Morten Hylander, Moller",Bridgewater Township,Scandinavian Soc Anaesthesiol & Intens Care Med S,USA,"Andrew, Rhodes"
Marlies,Ostermann,"Marlies, Ostermann",Crit Care,Kings Coll London,England,"Andrew, Rhodes"
Hallie C,Prescott,"Hallie C, Prescott",Med,Univ Michigan,USA,"Andrew, Rhodes"
Yaseen M,Arabi,"Yaseen M, Arabi",King Abdullah Int Med Res Ctr,King Saud Bin Abdulaziz Univ Hlth Sci,Arabia,"Andrew, Rhodes"
Michelle Ng,Gong,"Michelle Ng, Gong",Montefiore Healthcare Syst,Albert Einstein Coll Med,USA,"Andrew, Rhodes"
Eddy,Fan,"Eddy, Fan",Inter Div Crit Care Med,Univ Toronto,Canada,"Andrew, Rhodes"
Eddy,Fan,"Eddy, Fan",Inst Hlth Policy Management & Evaluat,Univ Toronto,Canada,"Andrew, Rhodes"
Mitchell M,Levy,"Mitchell M, Levy",Warren Alpert Sch Med,Brown Univ,USA,"Andrew, Rhodes"
Leonard,Mermel,"Leonard, Mermel",Warren Alpert Sch Med,Brown Univ,USA,"Andrew, Rhodes"
Mitchell M,Levy,"Mitchell M, Levy",Providence,Rhode Isl Hosp,USA,"Andrew, Rhodes"
Lennie,Derde,"Lennie, Derde",Univ Med Ctr Utrecht,Univ Utrecht,Netherlands,"Andrew, Rhodes"
Jozef,Kesecioglu,"Jozef, Kesecioglu",Univ Med Ctr Utrecht,Univ Utrecht,Netherlands,"Andrew, Rhodes"
Lennie,Derde,"Lennie, Derde",Utrecht,Julius Ctr Hlth Sci & Primary Care,Netherlands,"Andrew, Rhodes"
Amy,Dzierba,"Amy, Dzierba",Pharm,Columbia Univ,USA,"Andrew, Rhodes"
Bin,Du,"Bin, Du",Peking Union Med Coll & Chinese Acad Med Sci,Peking Union Med Coll Hosp,China,"Andrew, Rhodes"
Flavia,Machado,"Flavia, Machado",Anaesthesiol Pain & Intens Care,Univ Fed Sao Paulo,Brazil,"Andrew, Rhodes"
Hannah,Wunsch,"Hannah, Wunsch",Crit Care Med,Sunnybrook Hlth Sci Ctr,Canada,"Andrew, Rhodes"
Hannah,Wunsch,"Hannah, Wunsch",Anesthesia,Univ Toronto,Canada,"Andrew, Rhodes"
Maurizio,Cecconi,"Maurizio, Cecconi",Humanitas Clin & Res Ctr,IRCCS,Italy,"Andrew, Rhodes"
Massimiliano,Greco,"Massimiliano, Greco",Humanitas Clin & Res Ctr,IRCCS,Italy,"Andrew, Rhodes"
Maurizio,Cecconi,"Maurizio, Cecconi",Biomed Sci,Humanitas Univ,Italy,"Andrew, Rhodes"
Massimiliano,Greco,"Massimiliano, Greco",Biomed Sci,Humanitas Univ,Italy,"Andrew, Rhodes"
Younsuck,Koh,"Younsuck, Koh",Asan Med Ctr,Univ Ulsan,Korea,"Andrew, Rhodes"
Lisa,Burry,"Lisa, Burry",Leslie & Fac Pharm,Univ Toronto,Canada,"Andrew, Rhodes"
Daniel S,Chertow,"Daniel S, Chertow",Crit Care Med,NIAID,USA,"Andrew, Rhodes"
Daniel S,Chertow,"Daniel S, Chertow",Lab Immunoregulat,NIAID,USA,"Andrew, Rhodes"
Wojciech,Szczeklik,"Wojciech, Szczeklik",Ctr Intens Care & Perioperat Med,Jagiellonian Univ,Poland,"Andrew, Rhodes"
Emilie,Belley Cote,"Emilie, Belley Cote",Hamilton,Populat Hlth Res Inst,Canada,"Andrew, Rhodes"
Malgorzata,Bala,"Malgorzata, Bala",Hyg & Dietet,Jagiellonian Univ,Poland,"Andrew, Rhodes"
Ryan,Zarychanski,"Ryan, Zarychanski",Internal Med,Univ Manitoba,Canada,"Andrew, Rhodes"
Allison,McGeer,"Allison, McGeer",Div Infect Dis,Univ Toronto,Canada,"Andrew, Rhodes"
Manoj J,Mammen,"Manoj J, Mammen",Jacobs Sch Med & Biomed Sci,SUNY Buffalo,USA,"Andrew, Rhodes"
Sheila Nainan,Myatra,"Sheila Nainan, Myatra",Homi Bhabha Natl Inst,Tata Mem Hosp,India,"Andrew, Rhodes"
Amy,Arrington,"Amy, Arrington",Houston Childrens Hosp,Baylor Coll Med,USA,"Andrew, Rhodes"
Ruth,Kleinpell,"Ruth, Kleinpell",Sch Nursing,Vanderbilt Univ,USA,"Andrew, Rhodes"
Ruth,Kleinpell,"Ruth, Kleinpell",Coll Nursing,Rush Univ,USA,"Andrew, Rhodes"
Giuseppe,Citerio,"Giuseppe, Citerio",Sch Med & Surg,Milano Bicocca Univ,Italy,"Andrew, Rhodes"
Giuseppe,Citerio,"Giuseppe, Citerio",ASST Monza,San Gerardo Hosp,Italy,"Andrew, Rhodes"
Elizabeth,Bridges,"Elizabeth, Bridges",Med Ctr,Univ Washington,USA,"Andrew, Rhodes"
Ziad A,Memish,"Ziad A, Memish",Minist Hlth & Coll Med,Alfaisal Univ,Arabia,"Andrew, Rhodes"
Naomi,Hammond,"Naomi, Hammond",Crit Care Div,George Inst Global Hlth & UNSW,Australia,"Andrew, Rhodes"
Naomi,Hammond,"Naomi, Hammond",Malcolm Fisher  Intens Care,Royal North Shore Hosp,Australia,"Andrew, Rhodes"
Frederick G,Hayden,"Frederick G, Hayden",Sch Med,Univ Virginia,USA,"Andrew, Rhodes"
Muhammed,Alshahrani,"Muhammed, Alshahrani",Emergency & Crit Care,Imam Abdulrahman Ben Faisal Univ,Arabia,"Andrew, Rhodes"
Zainab,Al Duhailib,"Zainab, Al Duhailib",Crit Care Med,King Faisal Specialist Hosp & Res Ctr,Arabia,"Andrew, Rhodes"
Greg S,Martin,"Greg S, Martin",Sch Med,Emory Univ,USA,"Andrew, Rhodes"
Greg S,Martin,"Greg S, Martin",Atlanta,Grady Mem Hosp,USA,"Andrew, Rhodes"
Lewis J,Kaplan,"Lewis J, Kaplan",Perelman Sch Med,Univ Penn,USA,"Andrew, Rhodes"
Lewis J,Kaplan,"Lewis J, Kaplan",Surg,Univ Penn,USA,"Andrew, Rhodes"
Lewis J,Kaplan,"Lewis J, Kaplan",Div Traumatol Surg Crit Care & Emergency Surg,Univ Penn,USA,"Andrew, Rhodes"
Craig M,Coopersmith,"Craig M, Coopersmith",Sch Med,Emory Univ,USA,"Andrew, Rhodes"
Massimo,Antonelli,"Massimo, Antonelli",Anesthesiol Intens Care & Emergency Med,Fdn Policlin Univ Gemelli,Italy,"Andrew, Rhodes"
Massimo,Antonelli,"Massimo, Antonelli",Ist Anestesiol & Rianimaz,Univ Cattolica Sacro Cuore,Italy,"Andrew, Rhodes"
Andrew,Rhodes,"Andrew, Rhodes",Adult Crit Care,St Georges Univ Hosp NHS Fdn Trust,England,"Andrew, Rhodes"
Andrew,Rhodes,"Andrew, Rhodes",London,St Georges Univ London,England,"Andrew, Rhodes"
S,Van Belle,"S, Van Belle",Publ Hlth,Inst Trop Med,Belgium,
C,Affun Adegbule,"C, Affun Adegbule",Publ Hlth,Inst Trop Med,Belgium,
W,Soors,"W, Soors",Publ Hlth,Inst Trop Med,Belgium,
W,Van Damme,"W, Van Damme",Publ Hlth,Inst Trop Med,Belgium,
B,Marchal,"B, Marchal",Publ Hlth,Inst Trop Med,Belgium,
Prashanth N,Srinivas,"Prashanth N, Srinivas",Bangalore,Inst Publ Hlth,India,
G,Hegel,"G, Hegel",INCAP Res Ctr Prevent Chron Dis CIIPEC,Inst Nutr Cent Amer & Panama INCAP,Guatemala,
I,Abejirinde,"I, Abejirinde",Ctr Global Child Hlth,Hosp Sick Children,Canada,
I,Abejirinde,"I, Abejirinde",Dalla Lana Sch Publ Hlth,Univ Toronto,Canada,
E,Wouters,"E, Wouters",Ctr Populat Family & Hlth,Univ Antwerp Belgium,Belgium,
C,Masquillier,"C, Masquillier",Ctr Populat Family & Hlth,Univ Antwerp Belgium,Belgium,
E,Wouters,"E, Wouters",Ctr Hlth Syst Res & Dev,Univ Free State South Africa,Africa,
H,Tabana,"H, Tabana",Sch Publ Hlth,Univ Western Cape,Africa,
F,Chenge,"F, Chenge",Sch Publ Hlth,Univ Lubumbashi,CONGO,
F,Chenge,"F, Chenge",Lubumbashi,Hlth Knowledge Ctr Democrat Republ Congo,CONGO,
K,Polman,"K, Polman",Biomed Sci,Inst Trop Med,Belgium,
Sudhakar,Srivastava,"Sudhakar, Srivastava",Inst Environm & Sustainable Dev,Banaras Hindu Univ,India,"Sanjeev, Kumar"
Amit,Kumar,"Amit, Kumar",Bot,Univ Lucknow,India,"Sanjeev, Kumar"
